,median_rrmse
chain_ERCcv_lasso,0.9331200827130118
chain_ERCcv_lr,0.8840876813924352
chain_ERCcv_mean,0.9999999999992248
chain_ERCcv_rf,0.8707621237333882
global_bag,0.9124003935368683
global_rf,0.9215168818097873
local_lasso,0.8566542304408474
local_lr,0.868837931078392
local_mean,0.9999999999992248
local_rf,0.8942290014703961
