target,value
T2,0.9647398911114902
T3,0.9908908423885888
T4,0.993468280224588
T5,0.9431511764984994
T6,0.9568685364074145
T7,0.9993518116670879
T8,0.9790772340617112
T9,1.0300598275266357
T10,0.9532663190280884
T11,0.992024471804919
T12,0.9465304698469671
T13,0.9528788608470038
T14,0.9537297980554822
T1,0.7500458737362868
T2,0.7874781600577335
T3,0.9091505735124429
T4,0.7187689680243499
T5,0.7529672357711481
T6,0.7911656825053512
T7,0.7667180682663836
T8,0.8828609810405306
T9,0.8579288642488168
T10,0.907951591578003
T11,0.859640945036364
T12,0.6057436223315409
T13,0.8942101789933565
T14,0.9325455770874707
T1,0.8240257439449193
T2,0.7786823316877837
T3,0.9879735807796847
T4,0.9683833425806873
T5,0.881728167972192
T6,0.9483741332457247
T7,0.9882603481560704
T8,0.9398908580069092
T9,0.825363855270566
T10,0.9235214528784449
T11,0.9734760837889653
T12,0.8652009908465201
T13,0.9301526998774745
T14,0.9471436011729873
T1,0.8341363824851658
T2,0.8282597251065745
T3,0.924662356275837
T4,0.9022702064960308
T5,0.8892065623803393
T6,0.9188826857627778
T7,0.963308407943044
T8,0.908875124094066
T9,0.82042671214822
T10,0.9390178959608726
T11,0.9532342997990947
T12,0.8539122662691764
T13,0.9154137158871876
T14,0.9368073041630505
T1,0.6643463453492593
T2,0.7185745028518884
T3,0.879279655685549
T4,0.6990192042189022
T5,0.7046379061041332
T6,0.8594500071415796
T7,0.804463596249714
T8,0.8683532695012315
T9,0.9135899396909304
T10,0.8903385627346525
T11,0.8598332163624998
T12,0.5814394292804096
T13,0.8949318154015993
T14,0.907362423085895
T1,0.8456329334085166
T2,0.8522851589624698
T3,0.9649928131714489
T4,0.9063345203050344
T5,0.9539022622241191
T6,0.9449585196803854
T7,0.9986756384859363
T8,0.9976681104320728
T9,0.8532511323316396
T10,0.9760359151982505
T11,0.9761517324795694
T12,0.8958547559846108
T13,0.9238810605997478
T14,0.9579285044365544
T1,0.9265702933457411
T2,0.9936904669196405
T3,0.9364463871524564
T4,0.952946884854579
T5,0.8613576358502693
T6,0.9951620383212605
T7,0.9642513261595709
T8,1.0490138405281337
T9,0.9121343248749616
T10,0.9847842447600074
T11,0.9989887542278924
T12,0.9435910031170933
T13,0.9020999103187626
T14,0.8770544520466186
T1,0.9053264681354618
T2,0.996938867223623
T3,0.9898010207407868
T4,0.9872223757843674
T5,0.920620669916183
T6,0.975606599310688
T7,0.9474848274584092
T8,1.0142812895552393
T9,0.9481451458202843
T10,1.0199491654266162
T11,0.9488251847111218
T12,0.9232507688205555
T13,0.9239782435530628
T14,0.9404452115383972
T1,0.890201237219041
T2,0.9671119239476146
T3,0.9666591581855162
T4,1.0238133395228877
T5,0.8783939375422143
T6,0.9602571681907903
T7,0.9532846550502301
T8,1.0299389114184834
T9,0.9096363191231618
T10,0.9763588575060661
T11,0.9212235721892855
T12,0.9222970816483859
T13,0.9727830713105697
T14,0.9225215508586361
T1,1.0259954031937775
T2,1.0166637683898956
T3,1.0246801989587566
T4,0.9025981656558268
T5,1.0236873189451412
T6,0.9180389589880136
T7,1.0578173028225333
T8,1.0006220898121552
T9,0.9920045738709674
T10,1.0601044282912673
T11,0.9561058369694407
T12,1.000928384138629
T13,0.9324447643847127
T14,0.9771624769855831
T1,0.972875443996656
T2,1.0088522990318056
T3,1.0142134778990033
T4,0.9413541449463982
T5,0.9748150676484075
T6,0.9943972715784125
T7,0.9595050199221808
T8,0.9980468869351022
T9,0.9291576633361319
T10,1.0764044951595115
T11,0.9516264245136193
T12,0.9740947298657185
T13,0.9391839789383555
T14,0.9543783119809295
T1,1.0000000033859995
T2,1.0000000024783713
T3,0.9999999947207554
T4,1.0000000033158771
T5,0.9999999988149975
T6,0.9999999796743391
T7,0.9999999983930079
T8,0.9999999983478112
T9,0.9999999987439262
T10,0.9999999903659875
T11,1.000000000442812
T12,1.0000000000252285
T13,0.9999999710090374
T14,0.9999999991624868
T1,0.987132521082686
T2,0.9951808315010946
T3,0.9959383273636062
T4,1.0159467997123597
T5,1.0562259902246494
T6,1.0368480823904673
T7,1.01751668246397
T8,0.9742395835203275
T9,0.9717721184374657
T10,1.0680444309215145
T11,1.0711963550011565
T12,1.0548803799288367
T13,1.0755857189628424
T14,1.047441272258912
T1,0.9587326829852992
T2,0.9821082426414534
T3,1.0000906028299774
T4,1.032000353693567
T5,1.1257451226000135
T6,1.0841121145487684
T7,1.0711933854623847
T8,1.041326534598599
T9,0.9977631109773766
T10,1.0386680321652015
T11,1.0288835900690567
T12,1.07651390331538
T13,1.0802795141831902
T14,1.028956561596169
T1,0.9794655636377531
T2,1.0345429860614286
T3,1.04773218100995
T4,1.0457159865849845
T5,1.00876903378088
T6,1.046965530035698
T7,1.08511465562903
T8,1.0121845978598532
T9,1.0131027883352726
T10,0.9888300953591245
T11,1.024211268701695
T12,1.0309291288244413
T13,1.0118172601108881
T14,0.9802021910249746
T1,1.0057705378670398
T2,1.033300330755523
T3,1.0164593226213463
T4,1.0182914513444856
T5,0.9991946200362103
T6,1.0217466975337515
T7,0.989504335350283
T8,1.0318996271034477
T9,0.9846665855712132
T10,1.0354574205995561
T11,0.999387632290657
T12,1.013251921604612
T13,0.9980315971380194
T14,0.9693203889000283
T1,0.6768251598698525
T2,0.7365621513219986
T3,0.7578313019578706
T4,0.8419884133912583
T5,0.7482459011879119
T6,0.6661190938169957
T7,0.7761916100913013
T8,0.7619708403731348
T9,0.9064821864188715
T10,0.7667995911655932
T11,0.6683190354163615
T12,0.5416652231439183
T13,0.7343403486850957
T14,0.879881125352592
T1,0.6955786048215897
T2,0.6718676374315509
T3,0.8506436168266089
T4,0.866042208965083
T5,0.8204170234614842
T6,0.8516912719584978
T7,0.8454875925912329
T8,0.8608435533702565
T9,0.7581093375758174
T10,0.7821274427417294
T11,0.7696828976713408
T12,0.6513167892170322
T13,0.826496435908918
T14,0.8711547148267175
T1,0.7131209693491857
T2,0.6940637464301956
T3,0.8053803219951089
T4,0.850483450014454
T5,0.7877743998421628
T6,0.8060786552151338
T7,0.8286548799920905
T8,0.8249956753687178
T9,0.7251219379337768
T10,0.7975104932080107
T11,0.782891173400844
T12,0.5961629463452388
T13,0.7967330453405426
T14,0.804872861554397
T1,0.6304256696702537
T2,0.6811622608114644
T3,0.8167952646739991
T4,0.7634178577184789
T5,0.7063658142730327
T6,0.7671120046415465
T7,0.9038116972187016
T8,0.7720005454984809
T9,0.8143472705023379
T10,0.7167689105934845
T11,0.7343016459150677
T12,0.6230174702871274
T13,0.7224461747176102
T14,0.8637091124137495
T1,0.716035563109955
T2,0.7764865196412736
T3,0.8924513309709172
T4,0.7826634259620368
T5,0.8444267705728072
T6,0.8791973951781289
T7,0.8211964306042022
T8,0.8864560846830432
T9,0.6723559975715444
T10,0.8389250475493588
T11,0.9090133755693479
T12,0.6113292883878274
T13,0.7859852660529951
T14,0.8452820922816158
T1,0.5773536073621299
T2,0.7805827859954618
T3,0.5976411737823919
T4,0.6685631980301883
T5,0.7112758613370789
T6,0.7535814904230165
T7,0.7666310460245461
T8,0.7854119762615339
T9,0.8115636064163932
T10,0.8619501226138692
T11,0.8266035499320448
T12,0.555847638000644
T13,0.6370459690866161
T14,0.8622552354756219
T1,0.8188566726551838
T2,0.793960267001198
T3,0.8244680405951729
T4,0.9011227705114733
T5,0.7567778865686049
T6,0.790845742318756
T7,0.8250113448573458
T8,0.8015044422143203
T9,0.7999929340392392
T10,0.9437229070612844
T11,0.8362323699819281
T12,0.6167856304126622
T13,0.8095731516419247
T14,0.9138951492879788
T1,0.7775700291570586
T2,0.7907180909145468
T3,0.8331271067668277
T4,0.805863135221609
T5,0.7127483576955458
T6,0.8473885862401477
T7,0.7970497034089824
T8,0.8147041693967321
T9,0.8452836411342362
T10,0.9452741067542161
T11,0.8239637603527199
T12,0.6768593841018335
T13,0.7565216765168281
T14,0.9039970119520613
T1,0.6060993033905919
T2,0.8535267017616397
T3,0.7110319296827278
T4,0.8108795481117805
T5,0.7068807987194453
T6,0.6268113858584823
T7,0.7644871771891257
T8,0.7800222961416994
T9,0.7938093791010155
T10,0.8428147407076174
T11,0.8020818933061123
T12,0.5238327770211119
T13,0.6380680512253266
T14,0.9268022824511791
T1,0.77231464063828
T2,0.8366649694850138
T3,0.9026265306083774
T4,0.8791371462213753
T5,0.8003336375793378
T6,0.8460660578709254
T7,0.7696942443517907
T8,0.7782594495692982
T9,0.8677255953359941
T10,0.9395471639852883
T11,0.8473784616168354
T12,0.7381771241671773
T13,0.8336283890285014
T14,0.8905800398685881
T1,0.6448141867799928
T2,0.6718041815069886
T3,0.6734652457089313
T4,0.6969730949063213
T5,0.7166481148907593
T6,0.6506918051051047
T7,0.8429749962735869
T8,0.8771382411226877
T9,0.7208958210594687
T10,0.8735651118954592
T11,0.7046550520754471
T12,0.43319170190357803
T13,0.5773033779844263
T14,0.7504873550895039
T1,0.8149470650760593
T2,0.874099820071423
T3,0.8134962061996948
T4,0.8853151403487118
T5,0.9201481577693296
T6,0.8094892583404887
T7,0.8769356317671247
T8,0.962435253666989
T9,0.907085935662783
T10,0.8337216156826921
T11,0.8253581361751783
T12,0.739904785404817
T13,0.8243160149095649
T14,0.7540546218557962
T1,0.8258520460642722
T2,0.8806144100620832
T3,0.8150770985038178
T4,0.8562644939622125
T5,0.8915815821063664
T6,0.7932305082527173
T7,0.7947641919386403
T8,0.9552815077570562
T9,0.8172872608362879
T10,0.8341694732937401
T11,0.821092922558225
T12,0.7016568456165633
T13,0.8229462440611657
T14,0.7800432535710606
T1,0.5676608982824722
T2,0.7289398674598109
T3,0.6450162481323944
T4,0.6490586171619733
T5,0.72742221449946
T6,0.6490423185095875
T7,0.844422532987074
T8,0.8509379043011407
T9,0.6776641759384626
T10,0.8386872444864397
T11,0.7096959251698717
T12,0.5158516594177323
T13,0.5520361174631183
T14,0.6989636476134232
T1,0.8893261893858629
T2,0.8651156485611783
T3,0.8470446455041635
T4,0.7613650146149636
T5,0.8560526392900236
T6,0.7678026123693045
T7,0.8730236171850256
T8,0.9326025193141292
T9,0.8770699494053598
T10,1.0004945833386307
T11,0.8883154162982756
T12,0.7875447415521236
T13,0.9249251261819567
T14,0.9144964460971543
T1,0.5651526317709754
T2,0.7078783809718288
T3,0.5704141277983141
T4,0.5992728094134885
T5,0.7080595601396639
T6,0.7224968325335464
T7,0.8239920682263431
T8,0.6640549294418507
T9,0.7039297810903453
T10,0.7876777007660334
T11,0.7103159862895092
T12,0.5291422354410695
T13,0.7291213242802517
T14,0.7396418519024893
T1,0.8244201458793978
T2,0.812631835079757
T3,0.8645463450188489
T4,0.8723866770834745
T5,0.7628323345115953
T6,0.8050082736865687
T7,0.8890042763065202
T8,0.5988844650702845
T9,0.8766452223346207
T10,0.9077008048772985
T11,0.8323903314247642
T12,0.6802841163431848
T13,0.7707491630585045
T14,0.7857132142408487
T1,0.8142683308269656
T2,0.8498008678289954
T3,0.8818976243805203
T4,0.7885461666299645
T5,0.8338907855043239
T6,0.7334110909373452
T7,0.8365438616404315
T8,0.5488379482942277
T9,0.8350794601137123
T10,0.9105798547733124
T11,0.7888258800848429
T12,0.6289441457006184
T13,0.8072016682682537
T14,0.7971029564418142
T1,0.5998761206155292
T2,0.7518515166485025
T3,0.6564616240873682
T4,0.7762948810469459
T5,0.7098067590405073
T6,0.6629790461956397
T7,0.764185596984361
T8,0.72892728106309
T9,0.7843039783671417
T10,0.7475550403946718
T11,0.6545628031871147
T12,0.49026337328986136
T13,0.6955665493007036
T14,0.767814224225192
T1,0.9039409747824356
T2,0.8920286904159098
T3,0.8851782322968484
T4,0.9201353627249225
T5,0.8652619444552643
T6,0.8683241271912973
T7,0.8324987754127049
T8,0.8262859331255328
T9,0.926822859029539
T10,0.9307152221434039
T11,0.8679069029430231
T12,0.7106046383172097
T13,0.7489841239222093
T14,0.9368794726989917
T1,0.7339977116867837
T2,0.6838060564141482
T3,0.8572851439150271
T4,0.8097874408066963
T5,0.7913882769023355
T6,0.7385999640677243
T7,0.7372054835630291
T8,0.8092109452838545
T9,0.837832363578267
T10,0.7478053878641766
T11,0.7819530576880473
T12,0.6067287417423374
T13,0.8206358667385483
T14,0.8626183642826912
T1,0.8685103199616218
T2,0.866137371298429
T3,0.8859666240420372
T4,0.9778698096648997
T5,0.8186287218781632
T6,0.7395130851698899
T7,0.8492064947201028
T8,0.8679547478194214
T9,0.9210292590952915
T10,0.8157030555934579
T11,0.9197008945354626
T12,0.5676269674776686
T13,0.8305860118255848
T14,0.8291533269181075
T1,0.8442597150395694
T2,0.8363204747630529
T3,0.907897026135642
T4,0.9763994400715382
T5,0.857141766175786
T6,0.644947940267852
T7,0.7972673935032943
T8,0.8518337394985752
T9,0.8881957284912234
T10,0.8125749404164955
T11,0.9281857085837582
T12,0.5932946461520607
T13,0.8482865199847789
T14,0.803247881081044
T1,0.7361927409379933
T2,0.7464023577498768
T3,0.9253402098885439
T4,0.7497209281261193
T5,0.8321785496619352
T6,0.717556246373459
T7,0.8000694799856611
T8,0.8097528818087701
T9,0.8022896864373736
T10,0.882079645437575
T11,0.7158040532989235
T12,0.5246194574243213
T13,0.8558047939984552
T14,0.7812464201083743
T1,0.8782106387887009
T2,0.8535218801001359
T3,0.9404235930939311
T4,0.9222418634721234
T5,0.8927262575241857
T6,0.8891238703851951
T7,0.8793991572101119
T8,0.9178818850520354
T9,0.9440127970232552
T10,0.9009135565835065
T11,0.8973973451774442
T12,0.6452698976062874
T13,0.8712771202964854
T14,0.9111937113876007
T1,0.7121735320625733
T2,0.6338613356086658
T3,0.8438756868952719
T4,0.6556483243139315
T5,0.8078177298179561
T6,0.7156051629757187
T7,0.8203343610869246
T8,0.8677095531761481
T9,0.8536810412445186
T10,0.7763535560046716
T11,0.7012716054616046
T12,0.6153435553100541
T13,0.7726976364635071
T14,0.7076294098209095
T1,0.805250018745457
T2,0.7260549413774082
T3,0.8497842979758584
T4,0.8321730616238794
T5,0.7891775263926198
T6,0.693349371222225
T7,0.7596431852787182
T8,0.8442222588174552
T9,0.8359385120714891
T10,0.9424500417224737
T11,0.8379181940471807
T12,0.690130116750181
T13,0.7968052083448882
T14,0.7026101569384171
T1,0.8579156371410236
T2,0.7202756589057134
T3,0.8017984466514809
T4,0.7839764192643217
T5,0.7511979404914451
T6,0.7394839562796429
T7,0.7308765724677531
T8,0.8768291791003404
T9,0.7670412182079636
T10,0.8992040915568239
T11,0.7792216070721827
T12,0.6980946617527196
T13,0.861660811609188
T14,0.7867142941161411
T1,0.6631297529882962
T2,0.6651009996714922
T3,0.7262853718127936
T4,0.7261922530505909
T5,0.6587555410189971
T6,0.6832673104774751
T7,0.8421928239101966
T8,0.8607799846513909
T9,0.8927154811429032
T10,0.8561639429880904
T11,0.7273181316496976
T12,0.5807483115217397
T13,0.7555907187099371
T14,0.6426069763468264
T1,0.8570885927859913
T2,0.8583437312542126
T3,0.8523374463366622
T4,0.8878380519222984
T5,0.826833867865477
T6,0.7141146037723594
T7,0.7677136349324587
T8,0.9331623643422884
T9,0.8714226114468214
T10,0.9594262543187275
T11,0.8849215180802434
T12,0.7580479130567532
T13,0.7574613248238501
T14,0.9005708032259185
