target,value
T8,0.9454743814206525
T9,0.8273069880221073
T10,0.9505732425196529
T11,0.9707524556364342
T12,0.8526277117028334
T13,1.0464505070193484
T14,0.9121313828368481
T1,0.7956152983422113
T2,0.8751064520565707
T3,0.9636506871538915
T4,0.7330414594476458
T5,0.9548940384648417
T6,1.0499069849346117
T7,0.923207105744769
T8,0.7942116558648114
T9,1.0836958224880444
T10,0.7446294606714589
T11,0.9094080854899593
T12,0.7863019797830313
T13,1.0342322671274817
T14,0.9252780470639492
T1,0.9688171031362616
T2,0.9344035131527881
T3,1.0217888302756217
T4,0.9556070381714281
T5,0.9684873977469224
T6,0.9881941086878054
T7,1.0153009284248724
T8,0.9806498013874543
T9,0.9262160840484371
T10,0.9518513505954549
T11,0.9690277129808995
T12,0.9239497254943758
T13,0.9544000852748175
T14,0.9696039304987718
T1,0.9418933938245404
T2,1.0161829203255253
T3,0.9113299685624938
T4,1.0009140198240334
T5,0.9242780641100217
T6,0.9841581443867475
T7,0.9448729782471947
T8,0.996399834594998
T9,0.9946224442217724
T10,0.9634034322613124
T11,0.9234078689807244
T12,0.8752104852521863
T13,1.0026863840540057
T14,0.9536562960522048
T1,0.9540989916781353
T2,0.9948033541059431
T3,0.971164652949476
T4,0.9745367346774385
T5,0.9507741397619174
T6,1.0131518645856032
T7,0.9497447379536061
T8,1.0678884049019475
T9,1.0057781811416442
T10,0.9775519356092351
T11,0.9710465327524491
T12,0.8680093081748761
T13,0.995041102718996
T14,0.9519341405668749
T1,0.9591552358302586
T2,1.0009566455950218
T3,0.9720505756660887
T4,0.9817238398158503
T5,0.974375887502829
T6,0.9680816105866508
T7,0.9581694137692578
T8,1.0540987336641132
T9,1.009819279792137
T10,0.976087497230792
T11,0.975816308870869
T12,0.8877488248558325
T13,1.0041091801584667
T14,0.9496012027498855
T1,0.9223211129018913
T2,0.9612897151481281
T3,0.8491611196017559
T4,1.054267853870763
T5,0.9757938773223622
T6,1.0033984333167247
T7,0.9470959854114303
T8,0.9722416913815989
T9,1.0044444155724868
T10,0.9211036671894148
T11,0.9095493888601964
T12,0.899448489415644
T13,1.0198431713522134
T14,0.9366954448768494
T1,0.9832710240089213
T2,0.9716470609495124
T3,0.9580837161539935
T4,0.9950276743370503
T5,0.967526903964552
T6,1.0000982646579826
T7,0.9581776219794631
T8,1.009525708593759
T9,1.0248448154627527
T10,0.9621792055189711
T11,0.9390571548553415
T12,0.9233224070156497
T13,0.9532344424249679
T14,0.9434595656223488
T1,0.9234530826546079
T2,0.9668684397338354
T3,0.9232533381822412
T4,0.9769195243419715
T5,0.8190484129788167
T6,0.9861408002849201
T7,1.0004581396073196
T8,1.0473534461069118
T9,0.9956888736981666
T10,0.9999999741703783
T11,0.9555846627219796
T12,0.9495836562585862
T13,0.8432539369478699
T14,0.9825104624048566
T1,0.9813104897847136
T2,0.9342496520084764
T3,0.9618109647843398
T4,0.9739901254859655
T5,0.9899644664404994
T6,0.9859504001700085
T7,1.034284131274364
T8,0.9897665539554463
T9,0.9049312833856412
T10,1.019388525233134
T11,0.9930684924671984
T12,0.9634897512623118
T13,0.9203698188984559
T14,0.84483745007568
T1,0.9778781785570126
T2,0.9649162259646489
T3,0.9097811665168996
T4,0.9443292694466527
T5,0.9745616291499841
T6,0.9870958704239517
T7,1.001953465113266
T8,1.0095036384319247
T9,0.9501256940658178
T10,1.010194479345193
T11,0.9968594860624806
T12,0.9252461132845875
T13,0.9232613493235972
T14,0.8364682721438101
T1,1.0000732239543504
T2,0.9849207043375562
T3,0.988861510606798
T4,0.8737896890217606
T5,0.8133997595338864
T6,1.0068984701741408
T7,1.0996068789050248
T8,1.0758886853161473
T9,1.029383886931122
T10,1.0073937357194782
T11,0.9621499500614376
T12,1.0340469342270957
T13,0.8780222340135098
T14,0.942437014551136
T1,0.991253169505019
