domain_type,value
Education,0.8670614925831065
Education,0.7938796340249408
Education,0.8575720044334314
Education,0.6947983282002269
Education,0.7587566827235194
Education,0.9064644342493262
Education,0.7424029939754345
Personality,0.7571982948244522
Personality,0.85288414301728
Personality,0.7794719012000397
Personality,0.5378677776772989
Personality,0.7495597077848442
Personality,0.8147074234475493
Education,0.9373323959316285
Education,0.9208600549023023
Education,0.8632827345214644
Education,0.9383209034698551
Education,0.8818528543654265
Education,0.9866340851185189
Education,0.8369404201137701
Education,0.8850681801208118
Personality,0.8326356469189955
Personality,0.9281838463296272
Personality,0.7900195439889081
Personality,0.8279058942502295
Personality,0.8638638456443564
Personality,0.9101515335196111
Education,0.7592487893521067
Education,0.8542478087943063
Education,0.875797543321098
Education,0.9129787665268985
Education,0.7046278408131084
Education,0.7504620730675318
Education,0.8131678716177532
Education,0.7830917417450552
Personality,0.8701445530827785
Personality,0.9549238630378387
Personality,0.7560758430406781
Personality,0.6386607174469764
Personality,0.7751165091722562
Personality,0.7761776197551249
Education,0.9221804169145016
Education,0.9468240629814022
Education,0.9672879688140137
Education,0.9033383307716532
Education,0.9156904228542536
Education,0.8965398197064536
Education,1.0250277999127648
Education,0.8135769275045728
Personality,0.8970380505214665
Personality,0.9219163294551548
Personality,0.8317318204374222
Personality,0.7812766570724052
Personality,0.8978821856212805
Personality,0.8187284155418404
Education,0.8749163114239455
Education,0.8916830140557463
Education,0.8829675420415284
Education,0.9427578187047301
Education,0.8657565734075383
Education,0.9009592131613542
Education,0.9801051006290076
Education,0.8360350104526599
Personality,0.9456419652652135
Personality,0.9321530954389963
Personality,0.8087975410380468
Personality,0.8222580727577284
Personality,0.9014517057841349
Personality,0.8585822543900865
Education,0.7190669051669911
Education,0.9198267445071042
Education,0.8352559981854618
Education,0.9334129595341629
Education,0.7433403456988797
Education,0.8138453079505862
Education,0.9314685510613907
Education,0.7927920599775568
Personality,0.868522223527523
Personality,0.8567381321043889
Personality,0.7307737733002343
Personality,0.6602733737322672
Personality,0.7245008623977204
Personality,0.803724679466234
Education,0.9325875173021556
Education,0.9296118788805874
Education,0.9702761956246044
Education,0.9629551690852071
Education,0.917977257848352
Education,0.9274181879855665
Education,0.9585984291394756
Education,0.9369125297153483
Personality,0.9150934477561196
Personality,0.9754773771624576
Personality,0.9627142531820632
Personality,0.8513770464863102
Personality,0.9196123859388572
Personality,0.8770297903394049
Education,0.9047295748279327
Education,0.8901419727868163
Education,0.9639555012946526
Education,0.9498074821288948
Education,0.8687538957310611
Education,0.8617381936967213
Education,0.9284043864554097
Education,0.9012552724574343
Personality,0.8968560902723712
Personality,0.8922868084931916
Personality,0.9096619378915077
Personality,0.6983704611661445
Personality,0.8268395375363311
Personality,0.8830725413416676
Education,0.8374856723623342
Education,0.8782742091520799
Education,0.9482862384115741
Education,1.0377937204650285
Education,0.9070924130773197
Education,0.6946831685035304
Education,0.804200082603508
Education,0.9690219629853816
Personality,0.9083763374972824
Personality,0.921683131427022
Personality,0.8922798271294674
Personality,0.6361485063071486
Personality,0.7167284911472622
Personality,0.8673390847910722
Education,0.8815976766518551
Education,0.8865922174750238
Education,0.978385250611019
Education,0.9806945466128064
Education,0.8879634607013651
Education,0.6735139991298179
Education,0.8397483107747997
Education,0.9853691112061325
Personality,0.8433151293906705
Personality,0.8802006376501439
Personality,0.8934149506545463
Personality,0.6008769446788458
Personality,0.7461296535135433
Personality,0.9461980915015342
Education,0.9138425007504223
Education,0.9426913161912425
Education,0.9852244169429096
Education,0.9518686728285288
Education,0.9692190813050214
Education,0.8882866876380688
Education,0.91576713669186
Education,1.0275023795029234
Personality,0.8176817890963198
Personality,1.0127441051797317
Personality,0.9911207402215299
Personality,0.8570671334972721
Personality,0.9567546698849066
Personality,1.012263708115118
Education,0.885699799984121
Education,0.9339714802950272
Education,1.0328343588372697
Education,0.9670345514530166
Education,0.8910426250512393
Education,0.7771583240603721
Education,0.7405125986806576
Education,0.9530161618109124
Personality,0.910500454843824
Personality,0.9203863804464383
Personality,0.9472698067026135
Personality,0.7159847471247882
Personality,0.8631164328142584
Personality,0.9815513306693608
Education,1.0000000013444752
Education,1.0000000024783713
Education,0.9999999995935569
Education,1.0000000038909729
Education,1.0000000005925465
Education,0.999999995656084
Education,0.9999999983930079
Education,0.9999999980003847
Personality,0.9999999992903882
Personality,1.0000000017406498
Personality,1.000000000442812
Personality,1.0000000003055272
Personality,1.0000000040333883
Personality,1.000000000166076
Education,0.9653212667405286
Education,1.080103661877247
Education,0.9482180471486852
Education,1.0436318952416372
Education,1.0895811784365481
Education,0.9494247371910848
Education,1.0250552523916636
Education,0.9925418818469917
Personality,0.9371297934523908
Personality,0.904355356861897
Personality,0.9563323409375327
Personality,0.9662441236128383
Personality,0.9507842534530602
Personality,1.0195393830208601
Education,0.937893916981444
Education,1.0338673700495007
Education,0.9400424318087117
Education,1.0261751156002326
Education,1.0538684811354058
Education,0.9512793825835363
Education,1.0627256775605975
Education,1.0231878266078573
Personality,0.9060096766442836
Personality,0.8719965387924511
Personality,0.953843893055725
Personality,0.9873545064738005
Personality,0.949173353055937
Personality,1.0231002772587976
Education,1.0147778270101955
Education,1.06984505827472
Education,0.8688494869520986
Education,1.0624581036752008
Education,1.0744709003886883
Education,1.0830924317128954
Education,1.1450650922045218
Education,1.002728750666442
Personality,0.9630090761637184
Personality,0.8787371785360277
Personality,0.9557796116370008
Personality,1.0571870037881181
Personality,0.9125187736224577
Personality,1.0104994343951625
Education,0.9851813381596154
Education,1.0638953796044417
Education,0.962286474789085
Education,0.9813811261488805
Education,1.0102526446101452
Education,0.973391100546888
Education,1.006833827071932
Education,1.0133454382736855
Personality,0.9518308895777636
Personality,0.9170336128728553
Personality,0.9836378383769337
Personality,0.9199356866243118
Personality,0.9854602398442398
Personality,1.0118183453565979
Education,0.999516346921297
Education,1.0000000024783713
Education,0.9831202689059453
Education,1.0000000032600227
Education,0.9824369010180072
Education,0.9985898026391986
Education,0.9993265517607519
Education,0.999999995517826
Personality,1.0000000061602528
Personality,0.9613163249713809
Personality,0.9999999994089933
Personality,1.0000000003055272
Personality,0.9915866616394078
Personality,1.0000000041752868
Education,0.9904077989292343
Education,1.0358771047215574
Education,0.9045459152891095
Education,1.057979868824806
Education,0.996900241277711
Education,0.9906542034871707
Education,1.0062919982627627
Education,1.0376032637810422
Personality,0.9793055524038933
Personality,0.9288555119737214
Personality,0.9341356593272343
Personality,1.0329428575435897
Personality,0.9876506339772042
Personality,0.9429705433384121
Education,0.966455056944156
Education,1.0004300346442911
Education,0.9775141798996028
Education,1.0656726395336489
Education,1.01161805320088
Education,0.9507031467880542
Education,0.9958444865811971
Education,1.0522064482169609
Personality,0.9596367115686004
Personality,0.9137592014331986
Personality,0.9515294685486141
Personality,1.0092016342610215
Personality,0.9775779110184869
Personality,0.9622372310576213
Education,0.9534816406250386
Education,0.9974794358832652
Education,0.9250298240129942
Education,1.0962253058179423
Education,0.9436391748665338
Education,1.036242511547222
Education,1.0579639834685726
Education,1.0824658667838696
Personality,0.9284742777478986
Personality,0.889144585265748
Personality,0.9933469348577102
Personality,1.0509193833284523
Personality,0.9492017949946545
Personality,1.0477992841973087
Education,1.0091165475570205
Education,1.0130942153211668
Education,0.9656382357775546
Education,1.0117473850127592
Education,1.0289969497452132
Education,1.0238180439079265
Education,1.0032094724971725
Education,1.009035618663643
Personality,0.9576242533535575
Personality,0.9532118924329682
Personality,0.9987863962664385
Personality,1.0143601033840843
Personality,1.0057869725975987
Personality,0.9707810245050399
Education,1.0019150726011288
Education,1.002281586423077
Education,0.9885907805662744
Education,1.000117448052897
Education,0.964878254449724
Education,0.9498490941388336
Education,0.9782744368368144
Education,1.011770920584563
Personality,0.9871733239546399
Personality,0.9830643163649366
Personality,1.0062496928191285
Personality,0.9986399665776509
Personality,0.9593181463184739
Personality,1.0024111718665567
Education,1.0411509302285475
Education,1.0509983975517223
Education,1.078576656578865
Education,1.1194560011012
Education,1.0698024178289087
Education,0.9485268451153659
Education,1.042113037783753
Education,1.0775203380364227
Personality,1.021234366447005
Personality,1.0594907479834081
Personality,1.0163469206953626
Personality,1.0290957017780895
Personality,0.9650908884422817
Personality,1.0524970655147787
Education,0.9830342366767499
Education,1.039892155320218
Education,1.0480267966811403
Education,1.077832648694004
Education,1.0298671408775983
Education,0.9615986651926254
Education,1.1094756279160514
Education,1.0055688860227532
Personality,0.9532938487080973
Personality,1.033384084452539
Personality,1.0275413504684288
Personality,1.0662596227721894
Personality,0.9904448558468106
Personality,1.0113999747135693
Education,0.9954869297915174
Education,1.0146321512087528
Education,1.0041901102104704
Education,1.0227340859044098
Education,0.9869198382444078
Education,1.0231485085816394
Education,1.004641856562747
Education,1.019706097816285
Personality,0.9658523792062432
Personality,1.0018625199661222
Personality,0.9833961387442667
Personality,0.9987723005084395
Personality,0.9492702630201679
Personality,0.9726088471482697
Education,1.0026061732480098
Education,1.0417375925495642
Education,0.993747484613054
Education,1.0631944757805694
Education,1.01953981425773
Education,1.026866307839037
Education,1.0049788621556734
Education,1.0487048347319217
Personality,0.9905698631435451
Personality,1.0065891745163058
Personality,1.016408124214221
Personality,1.0069747351903449
Personality,0.9867630055034284
Personality,1.019201923569038
Education,0.7967044155571728
Education,0.8454365816762512
Education,0.8530749465126153
Education,0.7851461675911324
Education,0.8652774714816704
Education,0.9274232316466078
Education,0.9390250006285823
Education,0.8369652784516647
Personality,0.9790929162775015
Personality,0.8203186222781014
Personality,0.8203735676490304
Personality,0.7174568775901797
Personality,1.0079583679743374
Personality,0.9511112074276247
Education,0.9249803158941243
Education,0.8661335528653369
Education,0.969615616449571
Education,0.8610475196243681
Education,0.9411553506774084
Education,0.974703589220447
Education,0.9726859880294882
Education,0.9470354030436714
Personality,0.8270103901572702
Personality,0.9495675574574083
Personality,0.9694775988085632
Personality,0.8501530994996362
Personality,1.0281784583711724
Personality,0.9755762325751901
Education,0.903445214337006
Education,0.9035345276594272
Education,1.005879688214414
Education,0.901154470526097
Education,0.9169754733257409
Education,0.9483722634556391
Education,0.9571322062332183
Education,0.9454743814206525
Personality,0.8273069880221073
Personality,0.9505732425196529
Personality,0.9707524556364342
Personality,0.8526277117028334
Personality,1.0464505070193484
Personality,0.9121313828368481
Education,0.7956152983422113
Education,0.8751064520565707
Education,0.9636506871538915
Education,0.7330414594476458
Education,0.9548940384648417
Education,1.0499069849346117
Education,0.923207105744769
Education,0.7942116558648114
Personality,1.0836958224880444
Personality,0.7446294606714589
Personality,0.9094080854899593
Personality,0.7863019797830313
Personality,1.0342322671274817
Personality,0.9252780470639492
Education,0.9688171031362616
Education,0.9344035131527881
Education,1.0217888302756217
Education,0.9556070381714281
Education,0.9684873977469224
Education,0.9881941086878054
Education,1.0153009284248724
Education,0.9806498013874543
Personality,0.9262160840484371
Personality,0.9518513505954549
Personality,0.9690277129808995
Personality,0.9239497254943758
Personality,0.9544000852748175
Personality,0.9696039304987718
Education,0.9418933938245404
Education,1.0161829203255253
Education,0.9113299685624938
Education,1.0009140198240334
Education,0.9242780641100217
Education,0.9841581443867475
Education,0.9448729782471947
Education,0.996399834594998
Personality,0.9946224442217724
Personality,0.9634034322613124
Personality,0.9234078689807244
Personality,0.8752104852521863
Personality,1.0026863840540057
Personality,0.9536562960522048
Education,0.9540989916781353
Education,0.9948033541059431
Education,0.971164652949476
Education,0.9745367346774385
Education,0.9507741397619174
Education,1.0131518645856032
Education,0.9497447379536061
Education,1.0678884049019475
Personality,1.0057781811416442
Personality,0.9775519356092351
Personality,0.9710465327524491
Personality,0.8680093081748761
Personality,0.995041102718996
Personality,0.9519341405668749
Education,0.9591552358302586
Education,1.0009566455950218
Education,0.9720505756660887
Education,0.9817238398158503
Education,0.974375887502829
Education,0.9680816105866508
Education,0.9581694137692578
Education,1.0540987336641132
Personality,1.009819279792137
Personality,0.976087497230792
Personality,0.975816308870869
Personality,0.8877488248558325
Personality,1.0041091801584667
Personality,0.9496012027498855
Education,0.9223211129018913
Education,0.9612897151481281
Education,0.8491611196017559
Education,1.054267853870763
Education,0.9757938773223622
Education,1.0033984333167247
Education,0.9470959854114303
Education,0.9722416913815989
Personality,1.0044444155724868
Personality,0.9211036671894148
Personality,0.9095493888601964
Personality,0.899448489415644
Personality,1.0198431713522134
Personality,0.9366954448768494
Education,0.9832710240089213
Education,0.9716470609495124
Education,0.9580837161539935
Education,0.9950276743370503
Education,0.967526903964552
Education,1.0000982646579826
Education,0.9581776219794631
Education,1.009525708593759
Personality,1.0248448154627527
Personality,0.9621792055189711
Personality,0.9390571548553415
Personality,0.9233224070156497
Personality,0.9532344424249679
Personality,0.9434595656223488
Education,0.9234530826546079
Education,0.9668684397338354
Education,0.9232533381822412
Education,0.9769195243419715
Education,0.8190484129788167
Education,0.9861408002849201
Education,1.0004581396073196
Education,1.0473534461069118
Personality,0.9956888736981666
Personality,0.9999999741703783
Personality,0.9555846627219796
Personality,0.9495836562585862
Personality,0.8432539369478699
Personality,0.9825104624048566
Education,0.9813104897847136
