,median_rrmse
chain_ERCcv_lr,0.9466104559556603
chain_ERCcv_rf,0.8991180353977493
global_rf,0.9364352945097776
local_lasso,0.8890638175115402
local_mean,0.9999999999992248
local_rf,0.9106861163605675
