,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,-0.663,-0.898,-0.102,-1.0,-0.755
chain_ERCcv_rf,0.663,1.0,-0.367,0.633,-1.0,-0.153
global_rf,0.898,0.367,1.0,0.816,-0.857,0.245
local_lasso,0.102,-0.633,-0.816,1.0,-1.0,-0.724
local_mean,1.0,1.0,0.857,1.0,1.0,1.0
local_rf,0.755,0.153,-0.245,0.724,-1.0,1.0
