,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0085,0.0001,0.5016,0.0001,0.0031
chain_ERCcv_rf,0.0085,1.0,0.0031,0.0023,0.0001,0.1937
global_rf,0.0001,0.0031,1.0,0.0001,0.0001,0.0052
local_lasso,0.5016,0.0023,0.0001,1.0,0.0001,0.0012
local_mean,0.0001,0.0001,0.0001,0.0001,1.0,0.0001
local_rf,0.0031,0.1937,0.0052,0.0012,0.0001,1.0
