,median_rrmse
chain_ERCcv_lr,0.9954131853704877
chain_ERCcv_rf,0.9775460454590448
global_rf,1.007411295630621
local_lasso,0.9997581712195616
local_mean,0.9999999999992248
local_rf,0.9905310012082025
