,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0419,0.1937,0.0419,0.8552,0.0676
chain_ERCcv_rf,0.0419,1.0,0.058,0.8077,0.0017,0.1937
global_rf,0.1937,0.058,1.0,0.0906,0.0494,0.0785
local_lasso,0.0419,0.8077,0.0906,1.0,0.0023,0.2412
local_mean,0.8552,0.0017,0.0494,0.0023,1.0,0.004
local_rf,0.0676,0.1937,0.0785,0.2412,0.004,1.0
