,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0023,0.0006,0.2958,0.0001,0.0017
chain_ERCcv_rf,0.0023,1.0,0.0001,0.0017,0.0001,0.0785
global_rf,0.0006,0.0001,1.0,0.0002,0.0001,0.0785
local_lasso,0.2958,0.0017,0.0002,1.0,0.0001,0.0012
local_mean,0.0001,0.0001,0.0001,0.0001,1.0,0.0001
local_rf,0.0017,0.0785,0.0785,0.0012,0.0001,1.0
