,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.196,0.196,1.0,0.0144,0.196
chain_ERCcv_rf,0.196,1.0,1.0,0.0963,0.0253,1.0
global_rf,0.196,1.0,1.0,0.196,0.0056,1.0
local_lasso,1.0,0.0963,0.196,1.0,0.003,0.052
local_mean,0.0144,0.0253,0.0056,0.003,1.0,0.0056
local_rf,0.196,1.0,1.0,0.052,0.0056,1.0
