,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,-0.286,-0.316,-0.01,-0.714,-0.265
chain_ERCcv_rf,0.286,1.0,-0.102,0.306,-0.857,0.0
global_rf,0.316,0.102,1.0,0.347,-0.857,0.122
local_lasso,0.01,-0.306,-0.347,1.0,-0.857,-0.327
local_mean,0.714,0.857,0.857,0.857,1.0,0.857
local_rf,0.265,-0.0,-0.122,0.327,-0.857,1.0
