,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0245,0.0245,0.5016,0.0012,0.0245
chain_ERCcv_rf,0.0245,1.0,0.583,0.0107,0.0023,0.9032
global_rf,0.0245,0.583,1.0,0.0295,0.0004,0.4263
local_lasso,0.5016,0.0107,0.0295,1.0,0.0002,0.0052
local_mean,0.0012,0.0023,0.0004,0.0002,1.0,0.0004
local_rf,0.0245,0.9032,0.4263,0.0052,0.0004,1.0
