,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.7748,0.4732,0.7655,0.0015,0.9774
chain_ERCcv_rf,0.7748,1.0,0.9774,0.0279,0.0026,0.9774
global_rf,0.4732,0.9774,1.0,0.006,0.0026,0.7134
local_lasso,0.7655,0.0279,0.006,1.0,0.0026,0.0856
local_mean,0.0015,0.0026,0.0026,0.0026,1.0,0.0015
local_rf,0.9774,0.9774,0.7134,0.0856,0.0015,1.0
