,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,-0.571,-0.776,0.041,-1.0,-0.52
chain_ERCcv_rf,0.571,1.0,-0.49,0.612,-1.0,-0.102
global_rf,0.776,0.49,1.0,0.857,-1.0,0.429
local_lasso,-0.041,-0.612,-0.857,1.0,-1.0,-0.653
local_mean,1.0,1.0,1.0,1.0,1.0,0.857
local_rf,0.52,0.102,-0.429,0.653,-0.857,1.0
