,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,-0.602,-0.714,-0.071,-1.0,-0.643
chain_ERCcv_rf,0.602,1.0,-0.398,0.592,-1.0,-0.235
global_rf,0.714,0.398,1.0,0.714,-1.0,0.173
local_lasso,0.071,-0.592,-0.714,1.0,-1.0,-0.643
local_mean,1.0,1.0,1.0,1.0,1.0,1.0
local_rf,0.643,0.235,-0.173,0.643,-1.0,1.0
