,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,-0.49,-0.755,0.122,-1.0,-0.622
chain_ERCcv_rf,0.49,1.0,-0.347,0.541,-1.0,-0.235
global_rf,0.755,0.347,1.0,0.776,-1.0,0.102
local_lasso,-0.122,-0.541,-0.776,1.0,-1.0,-0.653
local_mean,1.0,1.0,1.0,1.0,1.0,1.0
local_rf,0.622,0.235,-0.102,0.653,-1.0,1.0
