,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.8077,0.8077,0.1937,0.0002,0.9515
chain_ERCcv_rf,0.8077,1.0,0.4263,0.1531,0.0004,0.9515
global_rf,0.8077,0.4263,1.0,0.058,0.0006,0.583
local_lasso,0.1937,0.1531,0.058,1.0,0.0002,0.1531
local_mean,0.0002,0.0004,0.0006,0.0002,1.0,0.0004
local_rf,0.9515,0.9515,0.583,0.1531,0.0004,1.0
