,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,1.0,1.0,1.0,1.0,1.0
chain_ERCcv_rf,1.0,1.0,1.0,1.0,1.0,1.0
global_rf,1.0,1.0,1.0,1.0,1.0,1.0
local_lasso,1.0,1.0,1.0,1.0,0.6285,1.0
local_mean,1.0,1.0,1.0,0.6285,1.0,1.0
local_rf,1.0,1.0,1.0,1.0,1.0,1.0
