,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0107,0.0031,0.8552,0.0001,0.0031
chain_ERCcv_rf,0.0107,1.0,0.0906,0.0004,0.0001,0.6698
global_rf,0.0031,0.0906,1.0,0.0004,0.0001,0.2412
local_lasso,0.8552,0.0004,0.0004,1.0,0.0001,0.0004
local_mean,0.0001,0.0001,0.0001,0.0001,1.0,0.0001
local_rf,0.0031,0.6698,0.2412,0.0004,0.0001,1.0
