,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0042,0.0015,0.5352,0.0015,0.0018
chain_ERCcv_rf,0.0042,1.0,0.232,0.006,0.0015,0.2718
global_rf,0.0015,0.232,1.0,0.0015,0.0018,0.5352
local_lasso,0.5352,0.006,0.0015,1.0,0.0015,0.0042
local_mean,0.0015,0.0015,0.0018,0.0015,1.0,0.0015
local_rf,0.0018,0.2718,0.5352,0.0042,0.0015,1.0
