,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.0676,0.0001,0.9032,0.0001,0.0245
chain_ERCcv_rf,0.0676,1.0,0.0067,0.0245,0.0001,0.2676
global_rf,0.0001,0.0067,1.0,0.0001,0.0001,0.0134
local_lasso,0.9032,0.0245,0.0001,1.0,0.0001,0.0067
local_mean,0.0001,0.0001,0.0001,0.0001,1.0,0.0001
local_rf,0.0245,0.2676,0.0134,0.0067,0.0001,1.0
