,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.1475,0.0207,0.8526,0.0028,0.2355
chain_ERCcv_rf,0.1475,1.0,0.1475,0.032,0.0015,0.8526
global_rf,0.0207,0.1475,1.0,0.017,0.0066,0.0749
local_lasso,0.8526,0.032,0.017,1.0,0.0028,0.0804
local_mean,0.0028,0.0015,0.0066,0.0028,1.0,0.0028
local_rf,0.2355,0.8526,0.0749,0.0804,0.0028,1.0
