,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.2958,0.1353,0.0166,0.0166,0.7609
chain_ERCcv_rf,0.2958,1.0,0.0419,0.0107,0.0107,0.2958
global_rf,0.1353,0.0419,1.0,0.1531,0.1531,0.1937
local_lasso,0.0166,0.0107,0.1531,1.0,0.1726,0.0353
local_mean,0.0166,0.0107,0.1531,0.1726,1.0,0.0353
local_rf,0.7609,0.2958,0.1937,0.0353,0.0353,1.0
