,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.1937,0.0676,0.1531,0.0001,0.3258
chain_ERCcv_rf,0.1937,1.0,0.4263,0.0031,0.0002,0.5416
global_rf,0.0676,0.4263,1.0,0.0006,0.0002,0.1189
local_lasso,0.1531,0.0031,0.0006,1.0,0.0002,0.0107
local_mean,0.0001,0.0002,0.0002,0.0002,1.0,0.0001
local_rf,0.3258,0.5416,0.1189,0.0107,0.0001,1.0
