,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.2273244908710026,0.11669156724759289,0.9811599706360447,0.9999539264430944,0.003755730090162279
chain_ERCcv_rf,0.2273244908710026,1.0,0.9996598622806602,0.03977684759114475,0.33058721362747157,0.7184365953823183
global_rf,0.11669156724759289,0.9996598622806602,1.0,0.015539798829492635,0.18454767081348122,0.8769897976832651
local_lasso,0.9811599706360447,0.03977684759114475,0.015539798829492635,1.0,0.9443271906403021,0.00020312611207007336
local_mean,0.9999539264430944,0.33058721362747157,0.18454767081348122,0.9443271906403021,1.0,0.007819463815525451
local_rf,0.003755730090162279,0.7184365953823183,0.8769897976832651,0.00020312611207007336,0.007819463815525451,1.0
