model,rrmse_mean,rrmse_std,rrmse_median,rrmse_25th,rrmse_75th
chain_ERCcv_lr,2.9005744118394485,17.210436129939005,0.763903497092749,0.41336126331645484,1.3801267012697402
chain_ERCcv_rf,1.8731839184496368,6.811622089038421,0.8534669896686533,0.5760126171411504,1.2297202627829278
global_rf,1.9818937576423974,8.645289710075343,0.8855517822855121,0.6539563728921858,1.2032034806315912
local_lasso,2.6811474199608187,14.684964904913082,0.7527659508715315,0.38761814250190446,1.3450854327255286
local_mean,0.9999999999968976,1.5000269101552224e-11,0.9999999999992564,0.9999999999984067,0.999999999999561
local_rf,1.8522011275778225,6.010601179936461,0.8692673361042687,0.582233549502149,1.2422968134093189
