,median_rrmse
chain_ERCcv_lr,0.810541421857588
chain_ERCcv_rf,0.8834833630480613
global_rf,0.9208006942119202
local_lasso,0.8164741950720446
local_mean,0.9999999999992248
local_rf,0.8733219004417395
