,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.058,0.0023,0.583,0.0001,0.0107
chain_ERCcv_rf,0.058,1.0,0.0107,0.1189,0.0001,0.8552
global_rf,0.0023,0.0107,1.0,0.0052,0.0001,0.0023
local_lasso,0.583,0.1189,0.0052,1.0,0.0001,0.1189
local_mean,0.0001,0.0001,0.0001,0.0001,1.0,0.0001
local_rf,0.0107,0.8552,0.0023,0.1189,0.0001,1.0
