,median_rrmse
chain_ERCcv_lr,0.9543116713567177
chain_ERCcv_rf,0.8840949470634394
global_rf,0.9154434176451312
local_lasso,0.8945714493827814
local_mean,0.9999999999992248
local_rf,0.8852770181407736
