model,rrmse_mean,rrmse_std,rrmse_median,rrmse_25th,rrmse_75th
chain_ERCcv_lr,1.822094394151237,9.8866593448233,0.9978807685052751,0.8327873819798124,1.2288302433139568
chain_ERCcv_rf,1.9079889026028427,6.055038866392388,1.0284469346157818,0.7760202644384654,1.3543896936718545
global_rf,1.7001160130558244,5.5406013461274775,1.0148540357436777,0.8354520579838206,1.2639503750628451
local_lasso,1.5762460044024382,7.074975529836868,1.0000000062002967,0.8936429119209857,1.118972663201241
local_mean,0.9999999999968976,1.5000269101552224e-11,0.9999999999992564,0.9999999999984067,0.999999999999561
local_rf,2.243930954622632,9.381237464177849,1.0516410057490657,0.7608422036855298,1.4580694036639297
