,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.2028,0.0015,0.9032,0.0015,0.1225
chain_ERCcv_rf,0.2028,1.0,0.0536,0.1225,0.0015,0.5352
global_rf,0.0015,0.0536,1.0,0.0015,0.0015,0.0804
local_lasso,0.9032,0.1225,0.0015,1.0,0.0015,0.0536
local_mean,0.0015,0.0015,0.0015,0.0015,1.0,0.0015
local_rf,0.1225,0.5352,0.0804,0.0536,0.0015,1.0
