,chain_ERCcv_lr,chain_ERCcv_rf,global_rf,local_lasso,local_mean,local_rf
chain_ERCcv_lr,1.0,0.8311307235930574,0.330587213627472,0.9960007263144955,3.0324513862978186e-05,0.9147596911085237
chain_ERCcv_rf,0.8311307235930574,1.0,0.9661477071152391,0.5202189796948286,0.0054503968461308006,0.9999539264430944
global_rf,0.330587213627472,0.9661477071152391,1.0,0.11669156724759278,0.06992310149183445,0.914759691108524
local_lasso,0.9960007263144955,0.5202189796948286,0.11669156724759278,1.0,2.231450099143828e-06,0.6544276485617031
local_mean,3.0324513862978186e-05,0.0054503968461308006,0.06992310149183445,2.231450099143828e-06,1.0,0.002558815204621534
local_rf,0.9147596911085237,0.9999539264430944,0.914759691108524,0.6544276485617031,0.002558815204621534,1.0
