method,facet_id,domain_id,subdomain_id,pool_count_pre,pool_count_post,selected_count,fail_lang,fail_len,warn_len,mean_pairwise_dist,min_pairwise_dist
gemma,6.2.1,6,6.2,57,57,27,0,0,0,0.4714297354221344,0.15245330333709717
gemma,6.2.2,6,6.2,56,54,27,0,0,0,0.5315822958946228,0.26568859815597534
gemma,6.1.2,6,6.1,57,55,27,0,0,0,0.6029704213142395,0.242354154586792
gemma,6.1.3,6,6.1,55,50,27,0,0,0,0.5208455920219421,0.17731130123138428
gemma,6.2.3,6,6.2,57,57,27,0,0,1,0.49318185448646545,0.08198797702789307
gemma,6.3.1,6,6.3,57,57,27,0,0,0,0.5980144739151001,0.2014850378036499
gemma,6.2.4,6,6.2,55,53,27,0,0,0,0.6145452260971069,0.2499934434890747
gemma,6.2.5,6,6.2,57,57,27,0,0,0,0.5526273250579834,0.21974575519561768
gemma,6.3.4,6,6.3,55,55,27,0,0,0,0.5977385640144348,0.19088280200958252
gemma,7.1.1,7,7.1,57,57,27,0,0,0,0.5354073643684387,0.16292405128479004
gemma,6.3.3,6,6.3,57,57,27,0,0,0,0.6088651418685913,0.19842910766601562
gemma,6.3.2,6,6.3,56,56,27,0,0,0,0.5251821279525757,0.11988449096679688
gemma,7.1.2,7,7.1,57,57,27,0,0,0,0.5682435631752014,0.2231782078742981
gemma,7.2.1,7,7.2,57,56,27,0,0,0,0.5952906012535095,0.2206907868385315
gemma,7.1.3,7,7.1,57,57,27,0,0,0,0.5284126400947571,0.14579743146896362
gemma,7.1.4,7,7.1,56,56,27,0,0,0,0.5413109660148621,0.22239476442337036
gemma,7.2.2,7,7.2,56,56,27,0,0,0,0.4951230585575104,0.09661459922790527
gemma,7.3.1,7,7.3,55,55,27,0,0,0,0.4958863854408264,0.15013408660888672
gemma,7.2.3,7,7.2,49,49,27,0,0,0,0.5992534160614014,0.1692785620689392
gemma,7.2.4,7,7.2,57,57,27,0,0,0,0.6555346846580505,0.2256612777709961
gemma,8.1.2,8,8.1,57,57,27,0,0,0,0.6260556578636169,0.23230093717575073
gemma,7.3.3,7,7.3,56,56,27,0,0,0,0.5283718705177307,0.22729426622390747
gemma,8.1.1,8,8.1,56,56,27,0,0,0,0.6154689788818359,0.14025139808654785
gemma,7.3.2,7,7.3,57,57,27,0,0,0,0.6195898652076721,0.24970144033432007
gemma,8.1.3,8,8.1,56,56,27,0,0,0,0.5678704380989075,0.23877042531967163
gemma,8.1.4,8,8.1,57,57,27,0,0,0,0.6147583723068237,0.18842417001724243
gemma,8.1.5,8,8.1,57,57,27,0,0,0,0.5244520306587219,0.17558205127716064
gemma,8.2.1,8,8.2,60,60,27,0,0,1,0.5954483151435852,0.19844597578048706
gemma,8.2.2,8,8.2,54,54,27,0,0,0,0.648764431476593,0.1838369369506836
gemma,8.2.3,8,8.2,57,57,27,0,0,0,0.6287081241607666,0.19166439771652222
gemma,8.2.5,8,8.2,57,57,27,0,0,0,0.5892402529716492,0.1795811653137207
gemma,8.2.4,8,8.2,57,57,27,0,0,0,0.6722841262817383,0.2867159843444824
gemma,9.1.1,9,9.1,48,48,27,0,0,0,0.5146053433418274,0.200592041015625
gemma,9.1.2,9,9.1,57,57,27,0,0,0,0.515222430229187,0.1608487367630005
gemma,9.1.3,9,9.1,57,57,27,0,0,0,0.5181029438972473,0.1648881435394287
gemma,9.1.4,9,9.1,55,55,27,0,0,0,0.5117339491844177,0.18414384126663208
gemma,9.2.3,9,9.2,55,55,27,0,0,0,0.7076437473297119,0.1704106330871582
gemma,9.2.4,9,9.2,57,57,27,0,0,0,0.5947511196136475,0.054130375385284424
gemma,9.2.2,9,9.2,56,56,27,0,0,0,0.643101155757904,0.12280797958374023
gemma,9.2.1,9,9.2,56,56,27,0,0,0,0.6628326773643494,0.18060839176177979
gemma,9.3.2,9,9.3,53,53,27,0,0,0,0.6062184572219849,0.1664057970046997
gemma,9.3.1,9,9.3,56,56,27,0,0,0,0.5105491876602173,0.1481037139892578
gemma,9.3.3,9,9.3,57,57,27,0,0,0,0.47865569591522217,0.20345425605773926
gemma,9.2.5,9,9.2,53,53,27,0,0,0,0.6002784371376038,0.223122239112854
gemma,9.3.5,9,9.3,56,56,27,0,0,0,0.46074432134628296,0.09991800785064697
gemma,9.3.4,9,9.3,56,56,27,0,0,0,0.4806501269340515,0.15147751569747925
