fold,method,SPS,M_total,student,embedding,regressor,variant,median_rrmse_fold,rrmse_domain1,rrmse_domain2,rrmse_domain3,rrmse_domain4,rrmse_domain5,rrmse_domain6,rrmse_domain7,rrmse_domain8,rrmse_domain9,rrmse_domain10,rrmse_domain11,rrmse_domain12,rrmse_domain13,rrmse_domain14
0,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,1.3474842309951782,0.47195202112197876,0.14975450932979584,428.4779968261719,1.4841307401657104,0.9487864375114441,0.4016265273094177,0.2800470292568207,3.186671018600464,1.0380748510360718,5.203370094299316,3.572415351867676,1.9690203666687012,1.210837721824646,1.652370572090149
1,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.6590819358825684,0.606651782989502,3.5907912254333496,0.739996612071991,1.1604430675506592,0.23665645718574524,0.8649572730064392,0.5087400674819946,0.7671715021133423,0.7115121483802795,0.19548632204532623,3.5816781520843506,0.36750826239585876,0.44733381271362305,0.11600153893232346
2,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.6626150608062744,0.3819693922996521,6.5392842292785645,1.1166917085647583,0.6956784725189209,0.12299957126379013,512.5682983398438,5.684974670410156,0.999516487121582,0.13254527747631073,0.5936365127563477,1.8780510425567627,0.00418440904468298,0.6295516490936279,0.13906081020832062
3,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.6389559507369995,0.36584654450416565,0.5465825200080872,14.134773254394531,0.4819543659687042,1.1037731170654297,0.3626847267150879,0.44956570863723755,0.2295631766319275,2.277604103088379,0.564407467842102,1.1000747680664062,0.7135044932365417,0.8531128764152527,0.8585420846939087
4,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.6031568646430969,0.47789931297302246,0.6243339776992798,0.1441534012556076,0.5819797515869141,23.801326751708984,0.9213358759880066,0.7377185225486755,0.2985970377922058,0.731863796710968,1.3711023330688477,0.09403819590806961,0.48295480012893677,0.7487101554870605,0.36604148149490356
5,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.5484927892684937,0.3631717264652252,0.9740408658981323,0.5693889260292053,0.5371299386024475,0.5157373547554016,2.0619559288024902,0.5598556995391846,0.3349113166332245,0.45555219054222107,2.478900909423828,0.17868585884571075,0.7888079285621643,0.0031371854711323977,0.9470826387405396
6,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.6865692138671875,0.7963823676109314,0.3868834376335144,1.0327686071395874,1.0063797235488892,3.286348819732666,1.259721279144287,0.06264138221740723,4.341158866882324,0.36244145035743713,0.48359382152557373,0.5767560005187988,0.05154469981789589,0.4053501784801483,2.7316272258758545
7,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,1.1255638599395752,1.051664113998413,0.8637929558753967,22.02526092529297,9.611371040344238,13.49260425567627,1.1994636058807373,0.8947975039482117,1.3446974754333496,0.8384235501289368,0.6666889190673828,12.42380428314209,0.9621710181236267,10.180438041687012,0.20703144371509552
8,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.7861994504928589,0.8774416446685791,0.5078670978546143,0.17090022563934326,0.08018845319747925,1.457270622253418,3.1072394847869873,1.2913506031036377,1.037961483001709,1.4501287937164307,0.08056001365184784,0.08323465287685394,0.9287518858909607,0.6868595480918884,0.6949573159217834
9,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.8530198931694031,1.1774537563323975,0.5726400017738342,3.165841579437256,1.3245067596435547,0.14947359263896942,11.298399925231934,0.5946868658065796,0.5501734018325806,1.13640296459198,0.06964078545570374,0.8951353430747986,0.8109044432640076,0.2663421928882599,1.2502272129058838
10,gemma,2,192,S1,e5_base,chain_ERCcv_lr,full,0.9857457280158997,18.46967315673828,0.01790265366435051,0.8869682550430298,1.35698664188385,4.400213718414307,0.3546232283115387,0.17093393206596375,1.0845232009887695,0.1430668979883194,2.0416507720947266,0.1439543217420578,3.389369249343872,0.7487666606903076,1.2470282316207886
