fold,method,SPS,M_total,student,embedding,regressor,variant,median_rrmse_fold,rrmse_domain1,rrmse_domain2,rrmse_domain3,rrmse_domain4,rrmse_domain5,rrmse_domain6,rrmse_domain7,rrmse_domain8,rrmse_domain9,rrmse_domain10,rrmse_domain11,rrmse_domain12,rrmse_domain13,rrmse_domain14
0,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,1.0163148641586304,0.2158878743648529,0.4702582359313965,400.9573974609375,1.0079737901687622,1.0992976427078247,0.13415512442588806,0.09442372620105743,2.982759714126587,1.0246559381484985,0.023225486278533936,4.217763900756836,2.7314159870147705,0.8886922001838684,1.7187553644180298
1,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.6653634309768677,0.6273819804191589,2.7543957233428955,0.7840259671211243,0.9305793642997742,0.21014226973056793,0.7859224677085876,0.5720667243003845,0.7033449411392212,0.9878106117248535,0.012327058240771294,4.282399654388428,0.2910594046115875,0.3071843981742859,0.07012363523244858
2,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.8050419092178345,0.3401034474372864,8.284420013427734,1.3805257081985474,0.6892205476760864,0.13385805487632751,470.9527893066406,6.176995277404785,1.080320119857788,0.09955368936061859,0.9208633303642273,2.002115488052368,0.1843075156211853,0.506691038608551,0.04538356140255928
3,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.5361753106117249,0.4530612826347351,0.42600059509277344,10.014787673950195,0.4526717960834503,0.3790298104286194,0.32232508063316345,0.33819177746772766,0.11803765594959259,1.9444843530654907,0.6192893385887146,1.2077183723449707,0.6842910051345825,0.8194743394851685,0.9307860732078552
4,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.46822017431259155,0.44245585799217224,0.49398452043533325,0.0019557562191039324,0.43479254841804504,18.950044631958008,0.5599272847175598,0.764417827129364,0.18754509091377258,0.7450922727584839,1.1488269567489624,0.07602249085903168,0.38371166586875916,0.73969566822052,0.2714400589466095
5,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.63541579246521,0.36810705065727234,0.9385831356048584,1.2769646644592285,0.8113104104995728,0.5971001982688904,2.662517786026001,0.6737313270568848,0.016543593257665634,0.5442416071891785,2.268418312072754,0.039368901401758194,0.489986389875412,0.07977983355522156,0.8333593606948853
6,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.5554423928260803,0.5490387678146362,0.45858243107795715,1.0103248357772827,0.787364661693573,2.6815364360809326,1.1900646686553955,0.04538464918732643,3.6028106212615967,0.0369383879005909,0.36132657527923584,0.5618460178375244,0.00542768370360136,0.027012517675757408,2.5329930782318115
7,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,1.189237117767334,1.2649011611938477,0.8553962707519531,27.31524085998535,11.564870834350586,18.865924835205078,1.1488211154937744,0.9800565242767334,1.2296531200408936,0.8725525736808777,0.6302317976951599,13.488715171813965,0.923945426940918,7.561069965362549,0.09399592131376266
8,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.8776119947433472,0.9031745195388794,0.5145829916000366,0.34939464926719666,0.11220894753932953,1.655009388923645,4.937128067016602,1.3601391315460205,1.0978540182113647,1.4751697778701782,0.02658720687031746,0.01375048141926527,0.8520494103431702,1.3422245979309082,0.6015403866767883
9,gemma,4,384,S1,e5_base,chain_ERCcv_lr,full,0.7463604211807251,1.1218249797821045,0.4509509801864624,3.0130186080932617,1.203346610069275,0.028389276936650276,2.2829692363739014,0.6985279321670532,0.3241446912288666,0.9170125722885132,0.19021238386631012,0.2405218780040741,0.794192910194397,0.28985175490379333,1.6041655540466309
