fold,method,pct,K,M_max,student,embedding,regressor,variant,median_rrmse_fold,rrmse_domain1,rrmse_domain2,rrmse_domain3,rrmse_domain4,rrmse_domain5,rrmse_domain6,rrmse_domain7,rrmse_domain8,rrmse_domain9,rrmse_domain10,rrmse_domain11,rrmse_domain12,rrmse_domain13,rrmse_domain14
0,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.9557762145996094,0.24966908991336823,0.5064406394958496,480.2757568359375,0.5227328538894653,1.2333085536956787,0.23098093271255493,0.5222354531288147,3.107133626937866,1.011523962020874,4.989957332611084,4.501186370849609,0.30801495909690857,0.9000284075737,2.1087610721588135
1,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.7105660438537598,0.746769905090332,3.5493850708007812,0.8581319451332092,0.8017154335975647,0.17367614805698395,0.7320877909660339,0.4588888883590698,0.6890442967414856,0.930683434009552,0.0029195230454206467,2.3908987045288086,0.26660674810409546,0.407467246055603,0.2697320282459259
2,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.7080239057540894,0.42101138830184937,6.529351711273193,1.3174635171890259,0.7351735234260559,0.04876570776104927,452.0084228515625,4.93140172958374,0.7374413013458252,0.18574152886867523,0.6808742880821228,1.8813467025756836,0.16013509035110474,0.4048888087272644,0.3186750113964081
3,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.6030607223510742,0.28854215145111084,0.6159442067146301,14.46756362915039,0.4560381770133972,0.004392431583255529,0.3340391218662262,0.13938094675540924,0.37082651257514954,1.7526848316192627,0.5901772975921631,1.5018364191055298,0.6985989809036255,0.8404324650764465,0.853712797164917
4,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.5164620876312256,0.418832927942276,0.5546598434448242,0.16021060943603516,0.4722358286380768,18.407360076904297,0.8776587247848511,0.681016206741333,0.08449463546276093,0.7197736501693726,1.1448993682861328,0.028875822201371193,0.6154478788375854,0.1670003980398178,0.4782642722129822
5,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.5227243900299072,0.4453814923763275,0.9505712389945984,0.7790226936340332,0.4141833782196045,0.4396265745162964,1.2143369913101196,0.6907223463058472,0.5316258668899536,0.5138229727745056,2.762523651123047,0.16195048391819,0.13305217027664185,0.1879330277442932,0.8226966857910156
6,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.7090535163879395,0.8905043601989746,0.6760406494140625,0.7420663237571716,0.8697773814201355,2.964946985244751,1.2619010210037231,0.15787816047668457,1.3935281038284302,0.1337316334247589,0.4994906187057495,0.499576210975647,0.1355493813753128,0.15676207840442657,1.6922365427017212
7,gemma,10,10,3072,S1,e5_base,local_lasso,full,1.1526238918304443,0.6959668397903442,0.7975602746009827,56.72903823852539,2.464273691177368,14.049531936645508,1.3457247018814087,0.940673291683197,1.4219900369644165,0.7021657824516296,0.8306149244308472,24.444889068603516,0.9595232009887695,7.372305393218994,0.308032751083374
8,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.6879243850708008,0.8200288414955139,0.5558199286460876,0.02671688422560692,0.39163148403167725,1.3549485206604004,5.031141757965088,1.196433186531067,1.002410650253296,1.3894553184509277,0.013188060373067856,0.24015840888023376,0.9881308078765869,0.23226012289524078,0.4015370309352875
9,gemma,10,10,3072,S1,e5_base,local_lasso,full,1.0227677822113037,1.0245897769927979,0.46926209330558777,3.0988900661468506,1.1087992191314697,0.3051232397556305,11.404297828674316,0.56163489818573,1.054925560951233,1.0209459066390991,0.08713864535093307,4.1254167556762695,0.7855754494667053,0.37399977445602417,1.2294995784759521
10,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.9867486953735352,27.51372718811035,0.136129230260849,0.2699400782585144,1.5873998403549194,5.187882423400879,0.5631833076477051,0.995918333530426,0.9775791168212891,0.09361009299755096,1.565856695175171,0.12636698782444,3.9863057136535645,0.7482171654701233,1.2495352029800415
11,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.9799181222915649,0.19795367121696472,2.354977607727051,1.7534661293029785,1.7558774948120117,0.8109168410301208,1.1475276947021484,0.8123086094856262,0.243271142244339,3.50307297706604,1.2832343578338623,0.3673020601272583,0.09194605052471161,0.5000446438789368,4.065834045410156
12,gemma,10,10,3072,S1,e5_base,local_lasso,full,1.3255627155303955,5.910886764526367,0.8943837881088257,31.014558792114258,0.44180330634117126,1.674405813217163,3.56079363822937,2.2606680393218994,79.32384490966797,0.5273724794387817,0.22074280679225922,1.1259790658950806,0.9077064394950867,0.022574078291654587,1.5251463651657104
13,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.8456958532333374,0.8171728849411011,0.8368017673492432,2.980975389480591,20.095966339111328,0.6231638789176941,0.20696347951889038,0.8545899987220764,0.12187613546848297,0.9987852573394775,1.0029029846191406,0.6518440246582031,28.63627052307129,0.5520898103713989,4.778234481811523
14,gemma,10,10,3072,S1,e5_base,local_lasso,full,0.8673191666603088,0.7133836150169373,0.5456731915473938,1.3845131397247314,1.7478225231170654,1.9272892475128174,2.0767478942871094,0.8031277656555176,1.0785468816757202,0.14274726808071136,0.818111002445221,0.9165273308753967,0.08396154642105103,24.045557022094727,0.7987087965011597
15,gemma,10,10,3072,S1,e5_base,local_lasso,full,1.0424699783325195,3.1824371814727783,0.44878166913986206,0.8594515323638916,0.06855502724647522,1.3411890268325806,1.0659430027008057,3.9696662425994873,0.9280476570129395,3.35209321975708,3.41383695602417,1.0189969539642334,0.6008286476135254,0.6570965647697449,1.1568044424057007
16,gemma,10,10,3072,S1,e5_base,local_lasso,full,1.1467175483703613,1.787304162979126,0.029031215235590935,0.2260756641626358,1.1275023221969604,1.7294626235961914,1.2302781343460083,1.5346124172210693,1.7694246768951416,0.9324866533279419,1.1659327745437622,1.18814218044281,0.9390915632247925,0.3905271291732788,0.3791583776473999
