fold,method,SPS,M_total,student,embedding,regressor,variant,median_rrmse_fold,rrmse_domain1,rrmse_domain2,rrmse_domain3,rrmse_domain4,rrmse_domain5,rrmse_domain6,rrmse_domain7,rrmse_domain8,rrmse_domain9,rrmse_domain10,rrmse_domain11,rrmse_domain12,rrmse_domain13,rrmse_domain14
0,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,1.2363576889038086,0.4291898310184479,0.16753874719142914,424.06829833984375,1.4358495473861694,0.7929472327232361,0.5388008952140808,0.19259946048259735,3.5498478412628174,1.0368657112121582,6.281087875366211,3.620678424835205,2.5368850231170654,0.9634964466094971,1.9502787590026855
1,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.7003472447395325,0.6359473466873169,3.14984393119812,0.8868710398674011,1.2166366577148438,0.3317098617553711,0.8869884610176086,0.5170040726661682,0.8093003630638123,0.764747142791748,0.016749216243624687,3.128729820251465,0.41146042943000793,0.4229879379272461,0.007129307836294174
2,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.8155806064605713,0.4368230104446411,8.167757034301758,1.2141876220703125,0.775373101234436,0.2094706892967224,513.3424072265625,5.9455976486206055,0.9937921166419983,0.1930157095193863,0.8557881712913513,2.500973701477051,0.07187390327453613,0.3920424282550812,0.4984866678714752
3,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.5692071914672852,0.4042852818965912,0.4712439477443695,16.804676055908203,0.39068716764450073,0.40158432722091675,0.2660435140132904,0.3258057236671448,0.17743076384067535,1.8828290700912476,0.8713790774345398,1.3815505504608154,0.6671704053878784,0.7787559628486633,0.8086628913879395
4,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.5185093879699707,0.4231145679950714,0.5719809532165527,0.02708631195127964,0.4605480134487152,18.97072410583496,0.7653940320014954,0.7794677019119263,0.1659615933895111,0.6802505850791931,1.5135600566864014,0.03146110102534294,0.5826950669288635,0.3351820707321167,0.46503788232803345
5,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.40407663583755493,0.2752431333065033,0.9762263298034668,0.1369481086730957,0.41257157921791077,0.3955817222595215,1.5139718055725098,0.5901708602905273,0.2843201756477356,0.45306646823883057,2.819007635116577,0.2727033793926239,0.25771564245224,0.022539841011166573,1.0020090341567993
6,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.7778048515319824,1.147021770477295,0.4991217255592346,0.9654593467712402,0.9673401117324829,2.8180878162384033,1.1000462770462036,0.08342599868774414,1.4627876281738281,0.3056334853172302,0.5029131174087524,0.5901504158973694,0.08497921377420425,0.060052163898944855,2.2740213871002197
7,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,1.0891625881195068,1.0859493017196655,0.8816137313842773,29.463611602783203,11.349611282348633,15.893204689025879,1.0923758745193481,0.7827352285385132,1.271896243095398,0.7202829122543335,1.0356372594833374,7.709342002868652,0.9277684688568115,11.384571075439453,0.600496232509613
8,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.8812447786331177,0.9057261347770691,0.5629767179489136,0.26435771584510803,0.8111709356307983,1.5506658554077148,5.006787300109863,1.227468729019165,1.0489362478256226,1.4557774066925049,0.04449625313282013,0.1350754350423813,0.8567633628845215,0.9685630798339844,0.6069254279136658
9,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.8597878217697144,1.103302240371704,0.508326530456543,3.0549204349517822,1.303425908088684,0.11509592831134796,9.400140762329102,0.5190883278846741,0.224590003490448,0.9237092733383179,0.18830682337284088,1.1984838247299194,0.7958663702011108,0.11367770284414291,1.5759917497634888
10,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.688008189201355,19.231969833374023,0.16941317915916443,0.1273631751537323,0.3297531306743622,3.189987897872925,0.6354565620422363,0.9858844876289368,1.0299267768859863,0.4155329167842865,1.3189365863800049,0.5757567882537842,0.6853136420249939,0.8536834716796875,0.6907026767730713
11,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.6395992040634155,0.018842339515686035,2.0084469318389893,1.491384506225586,0.1391877979040146,0.6183236837387085,1.1052837371826172,0.5334797501564026,0.4243556559085846,2.895362377166748,1.4053443670272827,0.4132402539253235,0.13650594651699066,0.6608746647834778,4.81292724609375
12,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,1.514803409576416,5.026378154754639,0.886857271194458,23.78191566467285,0.5515972375869751,2.065534830093384,3.888782262802124,2.605996608734131,34.336692810058594,0.7674329876899719,0.04088176414370537,1.109339714050293,0.7976515889167786,0.4755970537662506,1.920267105102539
13,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.7375559210777283,0.3920268416404724,0.8843462467193604,1.7361397743225098,38.10692596435547,0.5907655954360962,0.1977982223033905,1.5232640504837036,0.05833369866013527,0.21948182582855225,1.064442753791809,0.12728367745876312,35.99152374267578,0.5602394938468933,1.1310253143310547
14,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.6896474361419678,0.715613603591919,0.553442656993866,0.36815527081489563,1.6618491411209106,1.777480125427246,1.3342406749725342,0.5293301939964294,1.0660908222198486,0.19376690685749054,0.8923856019973755,0.6636812090873718,0.2922179102897644,21.680452346801758,0.23042434453964233
15,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.9279991388320923,3.1264352798461914,0.07464923709630966,0.7366012930870056,0.05466238036751747,1.4253524541854858,0.7129111886024475,2.9331092834472656,0.8871062397956848,3.078862190246582,4.354660987854004,0.9688920974731445,0.6982349157333374,0.41233986616134644,1.1740577220916748
16,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.8888739943504333,2.2238996028900146,0.15025894343852997,0.2866347134113312,0.6246975064277649,1.19041109085083,0.9251007437705994,0.5468164682388306,1.7386869192123413,0.8526472449302673,1.14328134059906,0.9530916213989258,0.7697032690048218,1.103748083114624,0.46994954347610474
17,gemma,1,96,S1,e5_base,chain_ERCcv_lr,full,0.6785073280334473,0.9420041441917419,52.233154296875,0.5974721908569336,0.9316992163658142,0.41509175300598145,0.7600047588348389,0.29388293623924255,0.7595425248146057,0.42784544825553894,0.8634611964225769,0.32732492685317993,1.5468984842300415,0.28678569197654724,0.1690988540649414
