fold,method,SPS,M_total,student,embedding,regressor,variant,median_rrmse_fold,rrmse_domain1,rrmse_domain2,rrmse_domain3,rrmse_domain4,rrmse_domain5,rrmse_domain6,rrmse_domain7,rrmse_domain8,rrmse_domain9,rrmse_domain10,rrmse_domain11,rrmse_domain12,rrmse_domain13,rrmse_domain14
20,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.3479773998260498,0.34123021364212036,0.9953285455703735,0.21655769646167755,0.35472458600997925,0.25346577167510986,0.5751667022705078,1.3577868938446045,0.8700355887413025,0.10239566117525101,0.09761610627174377,0.09920865297317505,0.33567553758621216,0.4853285551071167,1.1880927085876465
21,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7126660346984863,1.0529886484146118,0.7206335067749023,0.08150210231542587,4.547098636627197,0.13981497287750244,0.2744884788990021,0.43482232093811035,1.446855068206787,1.709171175956726,3.104151964187622,0.5548032522201538,2.0644607543945312,0.5074948072433472,0.7046985030174255
22,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.4271045923233032,0.26582249999046326,0.7966101765632629,0.288990318775177,0.35641539096832275,0.6296810507774353,0.5632973909378052,0.20898127555847168,0.8553050756454468,0.40649116039276123,0.5093994140625,0.4041067063808441,0.16351602971553802,0.4477180540561676,3.042863368988037
23,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5161929726600647,0.19820457696914673,0.06577575951814651,0.5236770510673523,5.316481590270996,0.21368610858917236,0.5087088942527771,0.05585118383169174,2.9425783157348633,0.43595945835113525,0.3840795159339905,0.6854683756828308,11.055083274841309,0.5574939250946045,0.5683571100234985
24,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.4660073518753052,0.10914671421051025,0.4858981668949127,0.4757876396179199,0.44736504554748535,0.3686961233615875,15.90256118774414,1.4488004446029663,0.4362248182296753,0.5856701135635376,0.2946851849555969,0.45622706413269043,0.5625262260437012,0.536918580532074,0.03289472684264183
25,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8722155094146729,1.1580735445022583,0.7831891179084778,0.674146294593811,0.11674614250659943,0.8610861897468567,2.3317716121673584,0.12345268577337265,0.4573616087436676,3.972778797149658,3.3193724155426025,0.5299685597419739,0.883344829082489,47.06227493286133,0.9405485391616821
26,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.33141887187957764,1.0439391136169434,0.1425962895154953,0.29763925075531006,0.3651984930038452,0.45484858751296997,0.1954556703567505,0.05571160465478897,0.09369256347417831,0.03178057447075844,4.484971523284912,4.54157829284668,0.6881530284881592,0.6656494736671448,0.01875305362045765
27,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6328816413879395,11.884697914123535,0.3038982152938843,0.34616607427597046,0.12301736325025558,0.622565746307373,0.9468053579330444,1.2589201927185059,0.5942309498786926,0.22002474963665009,1.6930885314941406,0.6431974768638611,1.6645296812057495,13.391478538513184,0.495919793844223
28,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.3825242519378662,119.78359985351562,0.5121298432350159,2.244572162628174,0.6712102293968201,7.0958476066589355,1.6568996906280518,2.320481777191162,1.014235019683838,6.30187463760376,1.501574993133545,1.2634735107421875,0.38430458307266235,0.25295859575271606,0.24434034526348114
29,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8194814920425415,0.17065756022930145,0.9214067459106445,24.701936721801758,0.7540148496627808,0.17176015675067902,0.3037554621696472,2.310661554336548,1.209541916847229,0.624302089214325,2.7977774143218994,0.884948194026947,0.7368393540382385,0.43516114354133606,1.4797786474227905
30,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6043879985809326,0.15537384152412415,2.2674288749694824,0.39375805854797363,0.09963493049144745,0.5415618419647217,1.9959357976913452,0.8398144245147705,1.1480075120925903,0.24112002551555634,0.5470114946365356,0.6980980634689331,0.8052056431770325,0.6617645025253296,0.25285011529922485
31,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.2543506920337677,0.2926883399486542,0.0672236979007721,0.05494965612888336,0.007563277613371611,0.12121216952800751,0.8971017003059387,0.21601305902004242,0.003402490634471178,0.4684576392173767,55.769405364990234,0.7425628304481506,0.15626397728919983,1.054931640625,0.7042036652565002
32,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5445754528045654,4.901164531707764,0.7144560217857361,0.46397507190704346,0.5029329657554626,0.5862178802490234,0.6582627296447754,0.008070615120232105,2.4843103885650635,1.030914068222046,0.03162771835923195,0.5956968665122986,0.31799575686454773,0.08816167712211609,0.1352842003107071
33,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.29187247157096863,0.5220779180526733,0.05094170197844505,0.20313236117362976,0.362552672624588,0.46447834372520447,0.5358484387397766,0.16838720440864563,0.14048846065998077,0.80040043592453,0.7657471299171448,0.2416011095046997,0.2416163831949234,0.01880626007914543,0.34212857484817505
34,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.42712339758872986,2.5689785480499268,1.0206708908081055,0.2733500301837921,0.33409392833709717,0.010791555047035217,0.4045823812484741,0.3630079925060272,0.7917636036872864,3.8891994953155518,0.26299840211868286,0.5138698220252991,0.4496644139289856,0.009812325239181519,0.6937305331230164
35,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7219176888465881,1.3401974439620972,0.5688174366950989,0.7413133978843689,0.6909869909286499,0.6311637163162231,0.2776213586330414,1.0793739557266235,0.20674093067646027,1.8905668258666992,1.080885410308838,0.6020531058311462,0.7496135234832764,0.7025219798088074,1.8007882833480835
36,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.1834237575531006,1.8325093984603882,4.70204496383667,0.6641805171966553,0.2760482728481293,1.475590705871582,0.2705226242542267,3.931121349334717,1.2979004383087158,0.055948369204998016,0.19872747361660004,1.068947196006775,0.3130761981010437,1.8150005340576172,3.9460067749023438
37,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7441756725311279,0.3493078649044037,0.6544824242591858,0.3464288115501404,0.47312653064727783,0.6887732744216919,0.8187702298164368,1.639083981513977,8.358707427978516,0.727617084980011,0.15849070250988007,0.7607342004776001,0.8406174182891846,0.8303752541542053,1.3002963066101074
38,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.2925802767276764,0.7094618678092957,1.1546167135238647,0.12489958107471466,0.18907348811626434,50.34349060058594,0.3475010097026825,1.6310960054397583,1.3855363130569458,0.19278199970722198,0.0412391796708107,0.18449634313583374,0.23765955865383148,0.05136222764849663,0.4237031638622284
39,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8804851174354553,6.720559597015381,0.8547810316085815,0.07080823928117752,0.158687561750412,0.09763402491807938,2.012558698654175,23.471817016601562,0.48727497458457947,0.4402659833431244,0.9251217246055603,2.3366570472717285,0.9061892032623291,0.040438368916511536,1.0102437734603882
40,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.765475869178772,0.3252416253089905,1.0821977853775024,0.8423526883125305,0.8834294676780701,0.5019373297691345,0.6885990500450134,0.9505704045295715,1.3430867195129395,1.2620388269424438,0.8887580633163452,0.4290858209133148,0.03758300468325615,0.2974608242511749,0.625572919845581
41,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8695404529571533,0.9343257546424866,0.8047551512718201,1.0730791091918945,0.18600796163082123,0.36175337433815,0.7499862909317017,1.1772078275680542,4.885804653167725,0.4338233768939972,1.3858107328414917,0.09706059098243713,0.5944764614105225,1.2177953720092773,1.1732536554336548
42,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6111087799072266,0.6098715662956238,0.14920823276042938,0.8208308815956116,0.053814847022295,1.5757379531860352,0.6123459339141846,0.8940384387969971,1.8860634565353394,3.0474138259887695,0.05161257088184357,0.8016522526741028,0.09043394774198532,0.5890988111495972,0.1667652726173401
43,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.371192991733551,0.21899522840976715,1.4637749195098877,0.30289989709854126,0.3003937602043152,0.6360268592834473,1.4024807214736938,1.687803030014038,0.04782608523964882,0.6377378106117249,0.4394861161708832,0.9314495325088501,0.09316754341125488,0.1052391305565834,0.01085815578699112
44,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.2344186156988144,0.4967041015625,0.42180734872817993,0.09780242294073105,0.27197569608688354,0.2913309633731842,0.34814324975013733,0.16014474630355835,0.7702483534812927,0.11637784540653229,0.11918547749519348,0.22706669569015503,0.24177053570747375,0.18068331480026245,0.14573462307453156
45,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7601304054260254,0.6571784615516663,1.2727543115615845,0.20755057036876678,3.0192348957061768,0.8389061093330383,0.6813547015190125,1.1878325939178467,2.999305486679077,0.14375269412994385,0.2540178596973419,0.2529403865337372,1.178336262702942,1.3070372343063354,0.4176645278930664
46,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6628257036209106,1.1373258829116821,0.09424371272325516,0.4537430703639984,3.6589035987854004,0.9066698551177979,0.5935688018798828,0.7320825457572937,1.9610273838043213,0.35224059224128723,0.22675026953220367,0.7838045954704285,0.26436319947242737,1.0784294605255127,0.026033928617835045
47,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7337659597396851,0.7283121943473816,0.1783832609653473,2.6627564430236816,0.9636452794075012,0.23436687886714935,0.028085313737392426,3.637444019317627,0.8835898041725159,1.1875077486038208,0.1942223608493805,0.7392197251319885,0.17606747150421143,1.574630618095398,0.17644916474819183
48,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5750677585601807,0.1833817958831787,0.23596110939979553,0.35955893993377686,13.082737922668457,0.8001012802124023,0.4510936141014099,0.5010396838188171,68.05438232421875,0.0407232791185379,1.6175270080566406,0.06143271550536156,0.7758532166481018,0.649095892906189,0.7477778792381287
49,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.9214439392089844,0.7975214719772339,1.1708275079727173,1.322516918182373,1.2642289400100708,0.5711851716041565,0.5660713315010071,1.3176411390304565,0.7141865491867065,1.4197791814804077,1.0453664064407349,0.08178702741861343,0.38151058554649353,0.38242673873901367,10.21630573272705
50,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.0518298149108887,0.1277087777853012,3.650141477584839,1.4301987886428833,3.2083849906921387,0.3114261031150818,1.2521320581436157,0.4160732626914978,18.814260482788086,0.8515275120735168,2.461160182952881,1.3063173294067383,0.27542033791542053,0.20728221535682678,0.040682628750801086
51,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.163926601409912,1.066550374031067,1.4658153057098389,0.2796633839607239,32.587730407714844,28.196706771850586,1.0633761882781982,0.6308767199516296,7.080812454223633,0.4059268832206726,1.3911643028259277,3.3013930320739746,0.5772349834442139,1.2613029479980469,0.4507153034210205
52,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.9311583042144775,0.7973860502243042,2.9024925231933594,10.545415878295898,2.540424108505249,0.7963550090789795,0.9355505108833313,0.8666977882385254,0.3303666412830353,0.6382944583892822,1.4346297979354858,0.926766037940979,0.49619635939598083,1.6174100637435913,1.4133861064910889
53,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7932690382003784,0.046481769531965256,0.3837662935256958,18.886831283569336,0.07322169840335846,0.7683583498001099,1.48159658908844,0.9907134175300598,0.7923356890678406,9.61568832397461,1.8759989738464355,1.2168142795562744,0.6073852181434631,0.16006925702095032,0.7942023873329163
54,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.664053201675415,0.6401609182357788,0.0415080189704895,0.7216396927833557,0.3882323205471039,0.13838236033916473,0.1265426129102707,4.869414329528809,3.0383946895599365,0.5602372884750366,0.7049069404602051,0.7477624416351318,0.858661949634552,0.4798380136489868,0.687945544719696
55,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.9266712665557861,0.2304898202419281,0.995668888092041,0.38631266355514526,0.3613724708557129,0.9749110341072083,0.9259876608848572,0.9273548722267151,1.0987247228622437,0.9706466794013977,1.4950753450393677,0.23696742951869965,3.481560468673706,0.8809992074966431,0.8496890068054199
56,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8690091371536255,0.7467451691627502,1.3765372037887573,1.7375373840332031,0.986102283000946,0.965127170085907,0.5837991833686829,0.25127363204956055,0.8813084363937378,0.8419349193572998,14.782785415649414,0.856709897518158,0.03543391078710556,5.582546710968018,0.7309475541114807
57,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7365148067474365,0.48111698031425476,0.8817551732063293,2.754270076751709,0.09510334581136703,1.1583462953567505,0.35305196046829224,1.48488187789917,0.35934749245643616,0.9169366359710693,0.8348723649978638,0.2858222424983978,0.9709933400154114,0.6381571888923645,0.437781423330307
58,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6165960431098938,0.24361643195152283,2.1908023357391357,0.6364898681640625,1.7964601516723633,0.24360151588916779,0.5907249450683594,1.1697742938995361,0.35486677289009094,0.6595468521118164,1.1833109855651855,0.1447041928768158,0.034207653254270554,5.090633392333984,0.5967022180557251
59,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5043400526046753,2.4722471237182617,0.860623300075531,0.5231615304946899,0.5082206130027771,284.91705322265625,0.11845201998949051,0.6954015493392944,0.0006410901551134884,0.03531303256750107,0.5004595518112183,0.12053856253623962,0.19737620651721954,0.2147202342748642,1.6134076118469238
60,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5731638669967651,0.31253138184547424,0.4667796194553375,0.018545551225543022,0.5828100442886353,1.249576210975647,0.5309522151947021,9.65382194519043,0.563517689704895,1.173543930053711,0.5507230758666992,2.069330930709839,0.2380816489458084,1.5000364780426025,0.6231367588043213
61,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.4144735038280487,0.033210594207048416,1.066077709197998,0.6108660101890564,0.42566725611686707,0.40327975153923035,0.25488150119781494,0.8150511980056763,0.0589982308447361,0.21273308992385864,1.1197118759155273,0.49031874537467957,0.19247914850711823,1.0705547332763672,0.11140710115432739
62,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8306409120559692,0.36268970370292664,0.5582996010780334,0.11792411655187607,0.5256001353263855,6.713002681732178,12.465174674987793,6.808501720428467,0.42661258578300476,1.0805084705352783,0.5807734131813049,6.558353900909424,0.5364363789558411,6.346232891082764,1.3094158172607422
63,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6782467365264893,0.07953660190105438,0.694302499294281,0.8350609540939331,0.6263130903244019,11.624411582946777,0.24844062328338623,0.284171998500824,0.31784799695014954,0.6621910333633423,0.37945547699928284,0.834294855594635,0.9131600856781006,1.3285255432128906,3.1065921783447266
64,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5207279920578003,0.5158207416534424,1.6115071773529053,1.0697087049484253,3.748180627822876,0.15814991295337677,0.14376585185527802,0.19055713713169098,1.3273346424102783,0.4757857620716095,0.9965285658836365,0.3896508514881134,0.5256352424621582,0.3934542238712311,0.9756019711494446
65,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7116323709487915,0.8618902564048767,0.8125482201576233,0.744295060634613,0.7415907382965088,0.7555997371673584,0.18449626863002777,0.6816739439964294,0.33882778882980347,1.7515528202056885,0.5076820254325867,0.1457071453332901,0.18719257414340973,0.22286345064640045,0.7417634725570679
66,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.7574092149734497,0.6942859888076782,0.03676348924636841,0.05130776762962341,0.7986575961112976,4.082425117492676,0.716160774230957,0.0645354762673378,109.98173522949219,4.897382736206055,0.6474079489707947,4.31747579574585,0.12659527361392975,7.106652736663818,0.9715831279754639
67,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.9565412998199463,15.721532821655273,0.309752494096756,1.3774988651275635,0.5355837345123291,4.381715774536133,2.141312837600708,0.37661200761795044,0.0691114068031311,4.113004684448242,0.30267852544784546,12.350356101989746,0.31855008006095886,3.329890489578247,0.10638927668333054
68,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8212764859199524,5.3706889152526855,0.5913445949554443,0.7801362872123718,0.24074244499206543,5.069135665893555,0.43567222356796265,26.926258087158203,0.014933755621314049,1.348327398300171,0.41159510612487793,0.23900821805000305,0.862416684627533,23.99794578552246,4.472523212432861
69,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.8594537973403931,0.3251952528953552,2.899322509765625,0.8523076176643372,0.12554113566875458,0.9342399835586548,0.18594308197498322,0.8665999174118042,0.3606296479701996,1.2815524339675903,1.1049965620040894,0.9681169390678406,0.31235766410827637,1.527384638786316,0.17028525471687317
70,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6705431938171387,0.5555078983306885,0.7568843960762024,1.890099287033081,0.7825093269348145,0.17382600903511047,0.152631476521492,0.5305691361427307,0.5842019319534302,0.924081563949585,0.8807722330093384,5.228940963745117,0.32325804233551025,0.9447178244590759,0.5478069186210632
71,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.3866063356399536,0.2561711370944977,0.1872941255569458,0.3344144821166992,17.431419372558594,1.04850435256958,1.3036210536956787,0.1331547498703003,0.438798189163208,0.1557285636663437,0.6505468487739563,0.08356612920761108,0.7607938647270203,0.15934023261070251,3.7568647861480713
72,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.387267827987671,1.1095938682556152,2.0708060264587402,1.8599886894226074,3.008535623550415,1.623555302619934,0.7642744183540344,0.7674980759620667,8.854476928710938,0.9381824731826782,1.1509802341461182,2.2062814235687256,0.9373131990432739,0.6677985787391663,16.12497329711914
73,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.6977519392967224,0.5635924339294434,1.2175812721252441,0.6326810717582703,0.2781471908092499,0.8717333078384399,0.5615618824958801,1.0722463130950928,1.7432663440704346,0.7628228068351746,0.3901571035385132,0.4601355493068695,2.0539486408233643,1.1021153926849365,0.270940899848938
74,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.46230852603912354,0.11097449064254761,0.3752608597278595,0.5429731607437134,0.9323307871818542,2.169478178024292,0.13512051105499268,0.40975043177604675,1.166853427886963,0.24860809743404388,2.8761584758758545,0.5148665904998779,0.38806846737861633,0.061936184763908386,2.929696798324585
75,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.976050853729248,0.6328548789024353,1.1850743293762207,0.2357300966978073,1.121231198310852,0.38145536184310913,0.6896738409996033,5.776320457458496,1.6540340185165405,0.19060134887695312,1.0159624814987183,0.521721363067627,2.122687339782715,3.1313910484313965,0.9361392259597778
76,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5598504543304443,0.306074321269989,3.801464557647705,0.3815992772579193,2.4979946613311768,0.9858787655830383,0.46908193826675415,0.10840760916471481,0.7200343608856201,0.5923716425895691,0.3489026129245758,1.4896936416625977,0.06774571537971497,0.5273292064666748,2.3533499240875244
77,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.5027247667312622,0.10471899062395096,0.4158095717430115,0.11948712915182114,0.21290390193462372,0.29839155077934265,0.7447859048843384,15.920605659484863,0.4060182571411133,0.76948481798172,6.12904691696167,12.181714057922363,1.094555139541626,0.5879750847816467,0.4174744784832001
78,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,1.0457834005355835,0.47522303462028503,0.7372466325759888,0.43476352095603943,1.102884292602539,1.2445632219314575,0.9886825680732727,0.2441013902425766,1.4268393516540527,1.1573460102081299,0.7690266370773315,8.059826850891113,0.2157600224018097,1.7105071544647217,5.2366180419921875
79,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.881812334060669,0.16994614899158478,0.8998475670814514,1.438403844833374,1.0897904634475708,0.21613426506519318,4.077232360839844,18.144840240478516,1.3772283792495728,0.7929944396018982,0.8637771010398865,0.5205864906311035,0.3390378952026367,0.2446427047252655,6.763299942016602
80,gemma,4,384,S1,e5_base,chain_ERCcv_lr,baseline,0.4223916530609131,0.4710002839565277,0.29148510098457336,2.676163911819458,1.1576730012893677,1.025316834449768,0.18905840814113617,0.39704960584640503,0.44773373007774353,0.048835352063179016,1.6174900531768799,0.19192886352539062,1.0782886743545532,0.16462565958499908,0.0911664217710495
